"customer_id","rfm_score","group_name","gender","age_category","job_industry_category","wealth_segment","owns_car","address","postcode","state","past_3_years_bike_related_purchases"
273,455,"01- Champions","Male","Mature adults","","Mass Customer","No","8 Texas Plaza",3081,"VIC",54
1328,545,"01- Champions","Male","Middle adults","IT","Mass Customer","Yes","27 Farmco Pass",3806,"VIC",19
2737,555,"01- Champions","Male","Young adults","Retail","Mass Customer","Yes","86 Hansons Parkway",2211,"NSW",28
2932,455,"01- Champions","Male","Middle adults","IT","Mass Customer","No","2875 Anhalt Court",4570,"QLD",4
425,445,"01- Champions","Female","Seniors","Retail","Mass Customer","Yes","311 Dapin Point",2549,"NSW",60
669,555,"01- Champions","Female","Middle adults","","Mass Customer","No","48 Warbler Road",4053,"QLD",73
40,445,"01- Champions","Female","Middle adults","Manufacturing","Affluent Customer","No","3496 Brown Drive",2207,"NSW",91
320,555,"01- Champions","Male","Young adults","Health","Mass Customer","No","1108 Nevada Junction",4701,"QLD",19
1021,455,"01- Champions","Male","Middle adults","Retail","High Net Worth","No","996 Cody Terrace",2761,"NSW",16
1713,544,"01- Champions","Female","Middle adults","Retail","High Net Worth","Yes","9 Onsgard Court",3170,"VIC",89
2659,555,"01- Champions","Female","Middle adults","Agriculture","High Net Worth","Yes","882 Mitchell Place",4151,"QLD",81
2914,555,"01- Champions","Female","Middle adults","Health","Affluent Customer","Yes","3 Barnett Way",2763,"NSW",76
99,555,"01- Champions","Male","Young adults","Financial Services","Mass Customer","No","79 Merry Park",2160,"NSW",97
3143,454,"01- Champions","Female","Young adults","Manufacturing","Mass Customer","No","332 Summerview Park",3000,"VIC",0
2055,555,"01- Champions","Male","Middle adults","Retail","High Net Worth","No","1786 Orin Street",2327,"NSW",46
538,545,"01- Champions","Female","Seniors","Manufacturing","Mass Customer","Yes","311 Emmet Point",4211,"QLD",33
2023,555,"01- Champions","Male","Middle adults","","High Net Worth","No","174 Calypso Crossing",2770,"NSW",15
1102,455,"01- Champions","Female","Middle adults","Manufacturing","Affluent Customer","No","4 Barby Road",2647,"NSW",16
716,544,"01- Champions","Female","Middle adults","Health","Mass Customer","No","4033 Hermina Road",2304,"NSW",31
404,455,"01- Champions","Male","Young adults","Financial Services","Affluent Customer","Yes","333 Bunting Crossing",2536,"NSW",92
3048,555,"01- Champions","Male","Middle adults","Manufacturing","Mass Customer","No","80302 Stang Parkway",3677,"VIC",38
3157,555,"01- Champions","Male","Young adults","Retail","Mass Customer","Yes","16 Hansons Hill",2454,"NSW",46
1317,555,"01- Champions","Male","Middle adults","Retail","Mass Customer","Yes","58563 Monterey Hill",4300,"QLD",2
1446,544,"01- Champions","Male","Middle adults","Manufacturing","Mass Customer","No","70262 Hermina Court",3690,"VIC",51
2702,455,"01- Champions","Female","Middle adults","Manufacturing","Affluent Customer","Yes","8598 Nova Parkway",2758,"NSW",34
1115,555,"01- Champions","Female","Middle adults","","High Net Worth","Yes","84 Porter Alley",2153,"NSW",33
1451,445,"01- Champions","Female","Middle adults","Agriculture","Mass Customer","Yes","8 Mendota Plaza",2567,"NSW",32
2149,554,"01- Champions","Female","Middle adults","","High Net Worth","No","2 Spaight Road",2210,"NSW",26
2856,545,"01- Champions","Female","Middle adults","Financial Services","Mass Customer","Yes","57 Village Green Center",2077,"NSW",53
1306,545,"01- Champions","Male","Seniors","Health","Affluent Customer","Yes","9120 Corry Avenue",4208,"QLD",13
1182,544,"01- Champions","Female","Middle adults","IT","Mass Customer","Yes","62 Elka Terrace",2430,"NSW",84
1000,555,"01- Champions","Female","Middle adults","Financial Services","Mass Customer","No","4757 Texas Trail",3136,"VIC",44
1473,455,"01- Champions","Male","Mature adults","","Mass Customer","Yes","25607 Summer Ridge Way",2448,"NSW",49
91,555,"01- Champions","Male","Seniors","Financial Services","Affluent Customer","Yes","2640 Manley Point",2166,"NSW",69
728,455,"01- Champions","Male","Seniors","Financial Services","Mass Customer","Yes","8 Kingsford Hill",3429,"VIC",60
2850,555,"01- Champions","Female","Middle adults","","Mass Customer","Yes","70 Shopko Drive",2487,"NSW",74
3411,445,"01- Champions","Female","Middle adults","","Mass Customer","Yes","7181 Dakota Trail",3029,"VIC",68
1445,544,"01- Champions","Female","Middle adults","IT","Affluent Customer","No","6418 Jenna Trail",2640,"NSW",57
2067,454,"01- Champions","Male","Middle adults","Health","Mass Customer","No","8 Superior Hill",2153,"NSW",81
445,455,"01- Champions","Male","Middle adults","Financial Services","Mass Customer","No","41 Ronald Regan Center",3008,"VIC",91
1289,544,"01- Champions","Male","Middle adults","","Mass Customer","Yes","9821 Fair Oaks Trail",4306,"QLD",35
2111,555,"01- Champions","Male","Middle adults","Property","Affluent Customer","Yes","91933 Artisan Avenue",2753,"NSW",98
2304,544,"01- Champions","Female","Seniors","","Mass Customer","Yes","54 Annamark Place",2565,"NSW",65
2340,555,"01- Champions","Male","Middle adults","Health","Mass Customer","Yes","29 Portage Street",4070,"QLD",33
1502,455,"01- Champions","Female","Young adults","Financial Services","Affluent Customer","Yes","78960 Schiller Lane",2450,"NSW",52
1802,555,"01- Champions","Female","Middle adults","Manufacturing","Mass Customer","No","66238 Old Gate Circle",4157,"QLD",3
695,455,"01- Champions","Male","Middle adults","Health","High Net Worth","No","2 Bartelt Center",2745,"NSW",36
3290,555,"01- Champions","Male","Mature adults","Manufacturing","High Net Worth","Yes","4171 Beilfuss Street",3153,"VIC",22
260,554,"01- Champions","Female","Middle adults","Health","High Net Worth","Yes","15 Straubel Way",4680,"QLD",47
2152,554,"01- Champions","Female","Mature adults","Manufacturing","Mass Customer","Yes","2800 Dottie Trail",3071,"VIC",40
2565,455,"01- Champions","Female","Middle adults","Health","Affluent Customer","Yes","4821 Schlimgen Avenue",2007,"NSW",62
1567,454,"01- Champions","Female","Middle adults","","Mass Customer","No","4 Toban Junction",2154,"NSW",18
2832,454,"01- Champions","Male","Middle adults","Telecommunications","Mass Customer","Yes","92610 Sutherland Place",3140,"VIC",9
2597,544,"01- Champions","Female","Middle adults","Manufacturing","High Net Worth","Yes","97 Waxwing Terrace",4217,"QLD",58
614,455,"01- Champions","Female","Young adults","Manufacturing","Mass Customer","Yes","786 Rowland Court",2035,"NSW",45
1054,554,"01- Champions","Male","Middle adults","Manufacturing","Mass Customer","Yes","10 Pennsylvania Hill",2118,"NSW",27
1644,445,"01- Champions","Male","Middle adults","Health","Mass Customer","No","4 Mariners Cove Street",2043,"NSW",57
1547,455,"01- Champions","Female","Young adults","","Mass Customer","Yes","68 Delaware Avenue",2768,"NSW",82
1950,554,"01- Champions","Male","Mature adults","Manufacturing","Affluent Customer","Yes","227 Havey Trail",2795,"NSW",27
353,455,"01- Champions","Female","Middle adults","","Mass Customer","No","143 Elka Circle",3134,"VIC",9
2053,545,"01- Champions","Male","Middle adults","Financial Services","Affluent Customer","Yes","896 Helena Parkway",4551,"QLD",7
136,454,"01- Champions","Male","Middle adults","Manufacturing","High Net Worth","Yes","638 Thackeray Junction",4178,"QLD",46
1616,445,"01- Champions","Male","Seniors","Retail","High Net Worth","Yes","5333 Aberg Lane",4877,"QLD",75
1329,555,"01- Champions","Female","Young adults","","Mass Customer","No","9985 Barnett Circle",3940,"VIC",65
167,455,"01- Champions","Female","Middle adults","Health","High Net Worth","Yes","75612 Clarendon Junction",4352,"QLD",95
736,544,"01- Champions","Male","Middle adults","","High Net Worth","No","2726 Cardinal Way",3073,"VIC",41
69,445,"01- Champions","Female","Middle adults","","Mass Customer","No","322 Dryden Court",3183,"VIC",16
2210,455,"01- Champions","Male","Middle adults","Health","High Net Worth","No","2 Goodland Lane",3977,"VIC",16
2747,555,"01- Champions","Female","Seniors","","Affluent Customer","No","5 Lakewood Gardens Court",2118,"NSW",5
2434,555,"01- Champions","Male","Seniors","","Affluent Customer","No","1966 Glendale Avenue",4207,"QLD",40
1378,545,"01- Champions","Female","Middle adults","Property","Affluent Customer","Yes","3831 Paget Road",3163,"VIC",36
786,544,"01- Champions","Male","Middle adults","Financial Services","Affluent Customer","No","3 Crest Line Plaza",2223,"NSW",34
1867,554,"01- Champions","Female","Middle adults","","Affluent Customer","No","1 Saint Paul Terrace",2161,"NSW",96
1470,554,"01- Champions","Male","Young adults","Financial Services","High Net Worth","Yes","4 Gulseth Plaza",2528,"NSW",62
2887,455,"01- Champions","Male","Middle adults","Financial Services","High Net Worth","Yes","177 Forest Run Crossing",2046,"NSW",42
1098,554,"01- Champions","Female","Young adults","Financial Services","Mass Customer","Yes","9419 Homewood Way",2160,"NSW",99
1811,455,"01- Champions","Male","Young adults","Financial Services","Mass Customer","No","1 Monterey Terrace",2011,"NSW",59
3295,455,"01- Champions","Male","Mature adults","Retail","High Net Worth","Yes","133 Quincy Avenue",3810,"VIC",14
1407,554,"01- Champions","Female","Middle adults","Manufacturing","Mass Customer","Yes","931 Rigney Terrace",3015,"VIC",43
1845,445,"01- Champions","Male","Middle adults","Financial Services","Mass Customer","No","4 Sunnyside Crossing",2125,"NSW",34
357,454,"01- Champions","Female","Middle adults","","Affluent Customer","No","780 Carberry Place",3199,"VIC",21
185,544,"01- Champions","Male","Middle adults","Property","Mass Customer","Yes","3567 Northfield Lane",2430,"NSW",80
3431,455,"01- Champions","Male","Young adults","Property","Affluent Customer","No","373 Cordelia Trail",3500,"VIC",97
1760,544,"01- Champions","Female","Mature adults","Health","High Net Worth","No","7714 Heffernan Circle",3130,"VIC",68
2182,455,"01- Champions","Male","Mature adults","Entertainment","High Net Worth","Yes","3 Declaration Circle",4350,"QLD",47
3118,555,"01- Champions","Male","Young adults","Health","High Net Worth","No","81183 Maple Wood Plaza",4152,"QLD",54
3264,454,"01- Champions","Male","Middle adults","Financial Services","Mass Customer","Yes","8 Marquette Court",2204,"NSW",88
1396,555,"01- Champions","Male","Middle adults","Financial Services","Mass Customer","No","8108 Clyde Gallagher Crossing",3756,"VIC",20
2391,555,"01- Champions","Female","Mature adults","Health","Mass Customer","No","9501 Melby Avenue",4178,"QLD",72
3105,545,"01- Champions","Male","Mature adults","Health","Mass Customer","No","146 Dakota Pass",4017,"QLD",88
3014,455,"01- Champions","Female","Young adults","","High Net Worth","No","26378 Esch Junction",2065,"NSW",59
3421,454,"01- Champions","Female","Mature adults","Health","Affluent Customer","Yes","8 Garrison Trail",2226,"NSW",60
1390,554,"01- Champions","Female","Young adults","Retail","High Net Worth","Yes","2701 Talmadge Junction",3082,"VIC",74
739,555,"01- Champions","Male","Mature adults","Manufacturing","Mass Customer","No","8260 Jay Court",3191,"VIC",36
656,554,"01- Champions","Female","Middle adults","Manufacturing","High Net Worth","Yes","60 Meadow Vale Hill",3032,"VIC",80
1812,454,"01- Champions","Female","Mature adults","Health","Affluent Customer","No","75 Duke Plaza",2147,"NSW",20
1577,544,"01- Champions","Female","Middle adults","Manufacturing","High Net Worth","No","6 Hallows Pass",2118,"NSW",87
171,455,"01- Champions","Female","Middle adults","Manufacturing","Mass Customer","No","13950 Jackson Avenue",2099,"NSW",62
1449,445,"01- Champions","Female","Mature adults","","High Net Worth","No","5 Carioca Pass",2594,"NSW",38
2401,455,"01- Champions","Male","Middle adults","","Mass Customer","Yes","4 Center Park",3807,"VIC",7
2428,555,"01- Champions","Male","Mature adults","","Mass Customer","Yes","34222 Vera Circle",3240,"VIC",74
94,445,"01- Champions","Male","Middle adults","Manufacturing","Mass Customer","No","67234 Transport Hill",2777,"NSW",33
2762,455,"01- Champions","Female","Young adults","Manufacturing","Mass Customer","No","2121 Dapin Center",3977,"VIC",34
2101,455,"01- Champions","Female","Young adults","","Mass Customer","Yes","344 Rockefeller Way",3966,"VIC",71
127,454,"01- Champions","Female","Middle adults","Financial Services","Mass Customer","No","Pearson Crossing",4405,"QLD",81
2946,454,"01- Champions","Male","Young adults","Property","Mass Customer","Yes","4 Glendale Crossing",3148,"VIC",14
1517,455,"01- Champions","Male","Middle adults","IT","Affluent Customer","No","91433 Hollow Ridge Crossing",2210,"NSW",90
1942,455,"01- Champions","Male","Middle adults","Financial Services","High Net Worth","No","184 Hoepker Way",2197,"NSW",0
3074,545,"01- Champions","Male","Middle adults","Health","Mass Customer","Yes","6278 Old Shore Parkway",2250,"NSW",31
1623,544,"01- Champions","Female","Young adults","Entertainment","High Net Worth","Yes","94181 South Park",3264,"VIC",29
1110,445,"01- Champions","Male","Young adults","Retail","High Net Worth","No","9 Dayton Alley",3757,"VIC",73
1748,555,"01- Champions","Male","Seniors","Manufacturing","Mass Customer","Yes","9810 Dayton Hill",4035,"QLD",83
117,555,"01- Champions","Female","Middle adults","Manufacturing","Mass Customer","No","185 Pennsylvania Way",4226,"QLD",75
62,545,"01- Champions","Female","Middle adults","IT","Mass Customer","Yes","41 Schurz Center",2749,"NSW",38
621,555,"01- Champions","Male","Mature adults","","High Net Worth","No","363 Schiller Court",2763,"NSW",78
2537,455,"01- Champions","Female","Young adults","","Affluent Customer","Yes","3144 Ruskin Trail",2046,"NSW",8
2836,555,"01- Champions","Female","Mature adults","Health","Mass Customer","No","7827 Spohn Court",2093,"NSW",80
1326,544,"01- Champions","Male","Mature adults","Health","Affluent Customer","Yes","38 Main Park",3188,"VIC",15
936,455,"01- Champions","Male","Middle adults","Health","High Net Worth","No","5 Reindahl Point",3400,"VIC",64
29,455,"01- Champions","Female","Mature adults","Manufacturing","Mass Customer","No","9 Buell Park",4116,"QLD",62
3495,544,"01- Champions","Female","Middle adults","Financial Services","High Net Worth","No","1 Dayton Park",2767,"NSW",57
1438,555,"01- Champions","Female","Middle adults","Health","Mass Customer","Yes","53649 Mandrake Place",2749,"NSW",27
640,554,"01- Champions","Male","Middle adults","Entertainment","High Net Worth","Yes","18 Forest Avenue",2204,"NSW",12
124,544,"01- Champions","Female","Young adults","Health","High Net Worth","Yes","739 Elmside Way",3074,"VIC",27
3256,555,"01- Champions","Female","Middle adults","Financial Services","Affluent Customer","No","7798 Westport Trail",4031,"QLD",76
89,555,"01- Champions","Male","Mature adults","Health","Mass Customer","Yes","73042 Roth Crossing",2100,"NSW",74
1062,544,"01- Champions","Female","Middle adults","","Mass Customer","No","6 Pankratz Crossing",2228,"NSW",32
204,455,"01- Champions","Male","Middle adults","Financial Services","Mass Customer","No","4 Londonderry Lane",3084,"VIC",56
1893,544,"01- Champions","Male","Mature adults","","Mass Customer","No","319 Michigan Way",4350,"QLD",25
2880,455,"01- Champions","Male","Mature adults","Health","Mass Customer","No","8647 La Follette Court",2067,"NSW",43
2360,445,"01- Champions","Female","Middle adults","Financial Services","High Net Worth","Yes","801 Kings Parkway",2227,"NSW",0
465,544,"01- Champions","Female","Middle adults","Financial Services","Affluent Customer","Yes","3469 Service Road",2770,"NSW",54
3335,544,"01- Champions","Male","Middle adults","Health","Mass Customer","No","3732 Linden Avenue",4820,"QLD",47
1821,455,"01- Champions","Male","Middle adults","Entertainment","High Net Worth","Yes","3201 Canary Center",2540,"NSW",89
3060,455,"01- Champions","Male","Middle adults","Financial Services","Mass Customer","Yes","44 Northridge Plaza",2166,"NSW",28
2961,545,"01- Champions","Male","Middle adults","Health","Mass Customer","Yes","8 Roxbury Way",3031,"VIC",56
1494,455,"01- Champions","Male","Middle adults","","Mass Customer","Yes","5 Prentice Circle",2307,"NSW",46
515,555,"01- Champions","Female","Young adults","IT","High Net Worth","No","12845 Paget Lane",2026,"NSW",55
2072,554,"01- Champions","Female","Mature adults","Financial Services","Mass Customer","Yes","692 Leroy Parkway",3043,"VIC",30
142,554,"01- Champions","Male","Mature adults","Health","Affluent Customer","No","68063 Blue Bill Park Center",3058,"VIC",57
1519,554,"01- Champions","Male","Young adults","Telecommunications","High Net Worth","Yes","7 Bartillon Circle",2260,"NSW",35
461,455,"01- Champions","Female","Middle adults","Health","Mass Customer","Yes","777 Farwell Pass",2118,"NSW",19
719,554,"01- Champions","Male","Seniors","Retail","Mass Customer","No","14254 Hallows Parkway",4615,"QLD",2
829,545,"01- Champions","Male","Young adults","Financial Services","High Net Worth","Yes","77 Nova Junction",3218,"VIC",84
704,554,"01- Champions","Female","Young adults","Health","Mass Customer","No","70836 Colorado Plaza",2571,"NSW",49
1530,555,"01- Champions","Male","Middle adults","Health","Mass Customer","Yes","84749 Holy Cross Terrace",2767,"NSW",89
2947,445,"01- Champions","Male","Middle adults","Manufacturing","Mass Customer","No","64107 Little Fleur Trail",4211,"QLD",75
25,555,"01- Champions","Male","Middle adults","Financial Services","Mass Customer","Yes","28 5th Center",4413,"QLD",72
903,454,"01- Champions","Male","Mature adults","Financial Services","Mass Customer","No","95530 Hallows Circle",4110,"QLD",46
2498,554,"01- Champions","Female","Middle adults","Retail","High Net Worth","No","7623 Mandrake Trail",2093,"NSW",70
2195,544,"01- Champions","Female","Middle adults","Financial Services","Affluent Customer","Yes","9 Barnett Street",4179,"QLD",94
3283,545,"01- Champions","Female","Middle adults","Property","Mass Customer","Yes","60 Cordelia Parkway",2759,"NSW",46
298,555,"01- Champions","Male","Seniors","Manufacturing","High Net Worth","No","83 Brickson Park Drive",3029,"VIC",69
1629,545,"01- Champions","Male","Middle adults","Financial Services","Mass Customer","No","10 Hazelcrest Street",4413,"QLD",46
234,555,"01- Champions","Female","Middle adults","Retail","High Net Worth","No","816 Spohn Center",2036,"NSW",71
2695,555,"01- Champions","Female","Middle adults","Manufacturing","Mass Customer","Yes","718 Fair Oaks Point",2068,"NSW",88
1770,544,"01- Champions","Female","Young adults","","Mass Customer","Yes","40985 Cherokee Junction",2155,"NSW",63
605,555,"01- Champions","Male","Middle adults","Manufacturing","Mass Customer","Yes","425 Thierer Junction",2761,"NSW",13
2358,554,"01- Champions","Male","Mature adults","Retail","High Net Worth","Yes","6 Graceland Court",4301,"QLD",26
2433,455,"01- Champions","Male","Middle adults","","High Net Worth","Yes","618 Kropf Drive",2261,"NSW",38
1787,545,"01- Champions","Male","Middle adults","Retail","High Net Worth","Yes","79427 Hudson Trail",3677,"VIC",2
2505,554,"01- Champions","Female","Middle adults","Financial Services","High Net Worth","No","30 Redwing Pass",2112,"NSW",45
1478,554,"01- Champions","Male","Young adults","Financial Services","High Net Worth","No","12 Express Pass",2340,"NSW",40
1299,545,"01- Champions","Female","Middle adults","","Affluent Customer","No","36072 Lakewood Gardens Court",4051,"QLD",72
953,555,"01- Champions","Female","Middle adults","","Mass Customer","No","97 Aberg Pass",4720,"QLD",16
2884,544,"01- Champions","Female","Mature adults","","Mass Customer","No","8369 Golf Court",2777,"NSW",99
3407,454,"01- Champions","Male","Mature adults","Financial Services","High Net Worth","Yes","2181 Starling Trail",3015,"VIC",53
2791,545,"01- Champions","Male","Middle adults","Financial Services","Mass Customer","No","11 Manufacturers Junction",2170,"NSW",72
2468,455,"01- Champions","Male","Young adults","Retail","High Net Worth","No","62052 Loomis Avenue",4014,"QLD",51
2005,544,"01- Champions","Female","Middle adults","Manufacturing","High Net Worth","No","3984 Clove Street",3192,"VIC",41
2013,455,"01- Champions","Female","Young adults","Health","Affluent Customer","Yes","6069 Hayes Road",2099,"NSW",99
577,554,"01- Champions","Female","Seniors","Property","Mass Customer","Yes","8 Pawling Alley",3930,"VIC",41
2955,454,"01- Champions","Male","Young adults","Financial Services","High Net Worth","No","7 Blue Bill Park Lane",2765,"NSW",74
637,555,"01- Champions","Female","Middle adults","Health","High Net Worth","No","9427 Tennyson Plaza",2759,"NSW",60
2060,555,"01- Champions","Female","Mature adults","Financial Services","Mass Customer","No","74164 Village Green Parkway",3037,"VIC",17
2860,555,"01- Champions","Female","Young adults","","Mass Customer","No","221 Autumn Leaf Trail",2564,"NSW",13
2465,554,"01- Champions","Female","Middle adults","","Mass Customer","Yes","Moulton Plaza",2761,"NSW",31
2383,455,"01- Champions","Female","Middle adults","Financial Services","Mass Customer","No","25925 Service Crossing",2147,"NSW",34
516,455,"01- Champions","Male","Seniors","Financial Services","Mass Customer","No","1 Vidon Pass",2233,"NSW",23
3232,555,"01- Champions","Female","Young adults","Financial Services","Mass Customer","Yes","78258 Hanover Plaza",3070,"VIC",7
1440,445,"01- Champions","Female","Mature adults","Financial Services","High Net Worth","Yes","8999 Elmside Pass",2749,"NSW",19
1252,545,"01- Champions","Male","Mature adults","Manufacturing","Mass Customer","Yes","60320 Emmet Road",4806,"QLD",46
2620,455,"01- Champions","Male","Young adults","Manufacturing","Mass Customer","No","61 Northfield Pass",2190,"NSW",26
2528,445,"01- Champions","Male","Middle adults","Financial Services","Affluent Customer","No","3 Myrtle Terrace",4161,"QLD",81
1272,455,"01- Champions","Female","Middle adults","Manufacturing","Affluent Customer","No","26 Portage Junction",4503,"QLD",2
1868,445,"01- Champions","Female","Middle adults","Retail","Mass Customer","No","87705 Hovde Center",4870,"QLD",11
213,455,"01- Champions","Male","Young adults","Financial Services","High Net Worth","Yes","6327 Lunder Crossing",4655,"QLD",13
1133,445,"01- Champions","Male","Mature adults","Manufacturing","Affluent Customer","No","7674 Roxbury Junction",4815,"QLD",88
1788,455,"01- Champions","Female","Mature adults","Financial Services","High Net Worth","Yes","67 Hooker Place",2380,"NSW",79
1722,555,"01- Champions","Male","Mature adults","Financial Services","Mass Customer","No","86 Menomonie Plaza",2290,"NSW",52
235,555,"01- Champions","Female","Middle adults","Health","Mass Customer","No","98 Service Court",2018,"NSW",30
1492,545,"01- Champions","Female","Middle adults","","Mass Customer","No","4861 School Park",2290,"NSW",51
1994,544,"01- Champions","Female","Middle adults","Manufacturing","High Net Worth","No","35 Debra Way",3201,"VIC",71
1597,455,"01- Champions","Male","Middle adults","Retail","Affluent Customer","No","19 Derek Hill",2224,"NSW",93
2379,555,"01- Champions","Female","Middle adults","Health","Affluent Customer","Yes","5390 Park Meadow Park",2222,"NSW",85
2017,545,"01- Champions","Male","Young adults","Financial Services","Affluent Customer","Yes","644 Mcbride Street",2086,"NSW",67
1088,544,"01- Champions","Female","Young adults","","High Net Worth","Yes","4328 Rowland Plaza",3441,"VIC",19
1357,555,"01- Champions","Male","Young adults","Health","High Net Worth","No","43811 Golf View Road",3380,"VIC",69
3191,555,"01- Champions","Female","Mature adults","Financial Services","Affluent Customer","Yes","1 Jenifer Court",4280,"QLD",29
2492,555,"01- Champions","Male","Middle adults","Manufacturing","High Net Worth","No","46 Victoria Center",2770,"NSW",35
833,455,"01- Champions","Male","Young adults","","High Net Worth","Yes","4444 Bunting Point",2430,"NSW",9
594,455,"01- Champions","Male","Middle adults","","Mass Customer","No","25 Novick Center",2010,"NSW",74
1537,455,"01- Champions","Male","Middle adults","Entertainment","Mass Customer","No","90323 Pine View Hill",2148,"NSW",23
1113,455,"01- Champions","Male","Young adults","Property","Mass Customer","No","515 3rd Road",2037,"NSW",45
1302,455,"01- Champions","Female","Young adults","Financial Services","Affluent Customer","Yes","9 Sugar Junction",4053,"QLD",29
2865,545,"01- Champions","Female","Young adults","Manufacturing","High Net Worth","No","6804 Red Cloud Parkway",2099,"NSW",11
3241,544,"01- Champions","Male","Middle adults","Manufacturing","Mass Customer","Yes","7574 Onsgard Drive",4011,"QLD",34
1905,555,"01- Champions","Female","Seniors","Manufacturing","Affluent Customer","No","83975 Rowland Place",2166,"NSW",21
3420,555,"01- Champions","Male","Middle adults","Financial Services","Mass Customer","Yes","283 Loftsgordon Center",4118,"QLD",96
1493,455,"01- Champions","Female","Middle adults","Agriculture","High Net Worth","No","9 Sycamore Pass",2287,"NSW",51
165,555,"01- Champions","Male","Middle adults","Agriculture","Mass Customer","Yes","22371 Miller Trail",2032,"NSW",61
1506,555,"01- Champions","Male","Seniors","Property","Mass Customer","No","6 Canary Plaza",2223,"NSW",21
1460,555,"01- Champions","Male","Middle adults","Financial Services","High Net Worth","Yes","25 Darwin Terrace",2207,"NSW",92
2859,554,"01- Champions","Female","Young adults","Agriculture","High Net Worth","No","3519 Schurz Alley",4034,"QLD",98
902,455,"01- Champions","Female","Young adults","Retail","Mass Customer","No","9 Northridge Lane",2340,"NSW",37
633,544,"01- Champions","Male","Middle adults","","High Net Worth","Yes","32 Cody Place",4035,"QLD",51
2418,545,"01- Champions","Female","Middle adults","Property","Mass Customer","Yes","31168 Messerschmidt Street",3024,"VIC",82
2155,455,"01- Champions","Female","Mature adults","","Mass Customer","No","5882 American Ash Point",3214,"VIC",24
2794,545,"01- Champions","Female","Middle adults","Health","Mass Customer","Yes","1209 Southridge Hill",2216,"NSW",41
3199,555,"01- Champions","Female","Middle adults","","Mass Customer","Yes","8 Roth Hill",4208,"QLD",98
2740,455,"01- Champions","Female","Mature adults","Financial Services","Affluent Customer","Yes","28820 Monica Circle",2226,"NSW",61
3225,545,"01- Champions","Male","Middle adults","Health","Mass Customer","Yes","5 Iowa Road",2154,"NSW",19
2536,545,"01- Champions","Female","Mature adults","Health","Mass Customer","Yes","601 Dryden Way",2264,"NSW",71
1627,455,"01- Champions","Male","Mature adults","Entertainment","Affluent Customer","No","Namekagon Circle",3150,"VIC",44
769,455,"01- Champions","Male","Mature adults","IT","Mass Customer","No","33 Loftsgordon Center",2150,"NSW",65
2183,555,"01- Champions","Female","Middle adults","Manufacturing","Mass Customer","Yes","8142 Tomscot Drive",4132,"QLD",61
3201,445,"01- Champions","Male","Young adults","Financial Services","Mass Customer","Yes","20 Bartillon Park",2767,"NSW",61
1404,555,"01- Champions","Male","Seniors","Manufacturing","Mass Customer","Yes","88545 Milwaukee Center",3022,"VIC",78
3402,555,"01- Champions","Female","Middle adults","Retail","Mass Customer","No","73 Glacier Hill Drive",2880,"NSW",73
292,344,"02- Loyal","Female","Mature adults","","Affluent Customer","Yes","2 Brentwood Place",4151,"QLD",42
2338,444,"02- Loyal","Female","Middle adults","Manufacturing","Mass Customer","No","Butterfield Junction",2340,"NSW",13
1250,355,"02- Loyal","Female","Young adults","Manufacturing","Mass Customer","No","795 Arapahoe Hill",4818,"QLD",42
2412,444,"02- Loyal","Female","Middle adults","Manufacturing","Affluent Customer","No","881 Debs Center",4051,"QLD",77
250,444,"02- Loyal","Male","Middle adults","Health","Mass Customer","Yes","91141 Huxley Parkway",2040,"NSW",53
2912,355,"02- Loyal","Male","Middle adults","","High Net Worth","No","7916 Clyde Gallagher Place",2075,"NSW",60
345,444,"02- Loyal","Female","Young adults","Health","High Net Worth","Yes","8 Ronald Regan Plaza",2251,"NSW",74
710,345,"02- Loyal","Male","Middle adults","Retail","High Net Worth","Yes","1721 Nobel Junction",2753,"NSW",76
692,355,"02- Loyal","Male","Middle adults","Property","Mass Customer","No","5 Maple Parkway",2160,"NSW",42
1561,355,"02- Loyal","Male","Middle adults","Manufacturing","Mass Customer","Yes","61 Donald Crossing",2142,"NSW",47
1132,354,"02- Loyal","Female","Middle adults","Financial Services","Affluent Customer","Yes","8 Hansons Street",3076,"VIC",99
2489,355,"02- Loyal","Female","Middle adults","Retail","Mass Customer","No","9 Spaight Place",2102,"NSW",42
1006,355,"02- Loyal","Male","Middle adults","Telecommunications","Affluent Customer","Yes","3383 Fair Oaks Circle",3046,"VIC",15
1039,345,"02- Loyal","Female","Middle adults","","High Net Worth","Yes","3082 Almo Center",2454,"NSW",24
1024,355,"02- Loyal","Female","Young adults","Health","High Net Worth","Yes","1128 Golden Leaf Center",3124,"VIC",17
2024,444,"02- Loyal","Female","Young adults","IT","Mass Customer","Yes","53358 David Circle",4306,"QLD",69
1029,444,"02- Loyal","Male","Young adults","","Mass Customer","No","1 Mcbride Center",2484,"NSW",71
403,344,"02- Loyal","Female","Middle adults","","Mass Customer","Yes","32571 Dixon Center",3337,"VIC",40
2194,355,"02- Loyal","Female","Seniors","Manufacturing","Affluent Customer","Yes","9045 Kings Avenue",4153,"QLD",79
2701,355,"02- Loyal","Female","Mature adults","Health","Affluent Customer","Yes","41 Westport Center",3280,"VIC",13
3173,345,"02- Loyal","Male","Young adults","Health","Mass Customer","Yes","8 Erie Center",3690,"VIC",55
